MONTH;REGION;COUNTRYOFRESIDENCE;ARRIVALS;HOTELNIGHTS
2022-08-01;Aargau and Solothurn Region;Other Central American countries;21;48
2022-08-01;Aargau and Solothurn Region;Egypt;5;31
2022-08-01;Aargau and Solothurn Region;Other North African countries;19;37
2022-08-01;Aargau and Solothurn Region;South Africa;19;64
2022-08-01;Aargau and Solothurn Region;Other African countries;47;160
2022-08-01;Aargau and Solothurn Region;Bahrain;6;16
2022-08-01;Aargau and Solothurn Region;Israel;125;256
2022-08-01;Aargau and Solothurn Region;India;198;627
2022-08-01;Aargau and Solothurn Region;Japan;89;417
2022-08-01;Aargau and Solothurn Region;Other South-East Asian countries;107;116
2022-08-01;Aargau and Solothurn Region;Qatar;6;8
2022-08-01;Aargau and Solothurn Region;Kuwait;58;124
2022-08-01;Aargau and Solothurn Region;Australia;103;202
2022-08-01;Aargau and Solothurn Region;China;284;387
2022-08-01;Aargau and Solothurn Region;Hong Kong;8;22
2022-08-01;Aargau and Solothurn Region;Indonesia;3;3
2022-08-01;Aargau and Solothurn Region;South Korea;88;182
2022-08-01;Aargau and Solothurn Region;Malaysia;12;62
2022-08-01;Aargau and Solothurn Region;Philippines;7;15
2022-08-01;Aargau and Solothurn Region;New Zealand, Oceania;10;14
2022-08-01;Aargau and Solothurn Region;Singapore;8;17
2022-08-01;Aargau and Solothurn Region;Oman;18;36
2022-08-01;Aargau and Solothurn Region;Taiwan (Chinese Taipei);12;23
2022-08-01;Aargau and Solothurn Region;Thailand;32;98
2022-08-01;Aargau and Solothurn Region;Other West Asian countries;33;98
2022-08-01;Aargau and Solothurn Region;Estonia;4;4
2022-08-01;Aargau and Solothurn Region;Latvia;27;75
2022-08-01;Aargau and Solothurn Region;Lithuania;12;48
2022-08-01;Aargau and Solothurn Region;Saudi Arabia;101;239
2022-08-01;Aargau and Solothurn Region;United Arab Emirates;84;204
2022-08-01;Aargau and Solothurn Region;Croatia;94;244
2022-08-01;Aargau and Solothurn Region;Romania;141;387
2022-08-01;Aargau and Solothurn Region;Russia;47;162
2022-08-01;Aargau and Solothurn Region;Slovakia;46;298
2022-08-01;Aargau and Solothurn Region;Slovenia;24;77
2022-08-01;Aargau and Solothurn Region;Czechia;179;525
2022-08-01;Aargau and Solothurn Region;Ukraine;107;192
2022-08-01;Aargau and Solothurn Region;Serbia;53;100
2022-09-01;Graubünden;Switzerland;133182;301007
2022-09-01;Graubünden;Germany;22327;62316
2022-09-01;Graubünden;France;1970;3996
2022-09-01;Graubünden;Italy;2195;4156
2022-09-01;Graubünden;Austria;2144;4621
2022-09-01;Graubünden;United Kingdom;3965;11056
2022-09-01;Graubünden;Irland;148;253
2022-09-01;Graubünden;Netherlands;2674;7509
2022-09-01;Graubünden;Belgium;1518;12951
2022-09-01;Graubünden;Luxembourg;225;774
2022-09-01;Graubünden;Denmark;412;1034
2022-09-01;Graubünden;Sweden;601;1141
2022-09-01;Graubünden;Norway;413;721
2022-09-01;Graubünden;Finland;240;799
2022-09-01;Graubünden;Spain;425;752
2022-09-01;Graubünden;Portugal;108;266
2022-09-01;Graubünden;Greece;81;124
2022-09-01;Graubünden;Turkey;65;149
2022-09-01;Graubünden;Other European countries;201;693
2022-09-01;Graubünden;Liechtenstein;293;572
2022-09-01;Graubünden;Iceland;20;47
2022-09-01;Graubünden;Poland;766;1420
2022-09-01;Graubünden;Hungary;116;404
2022-09-01;Graubünden;Belarus;14;17
2022-09-01;Graubünden;Bulgaria;28;47
2022-09-01;Graubünden;Malta;6;8
2022-09-01;Graubünden;Cyprus;6;11
2022-09-01;Graubünden;Chile;14;17
2022-09-01;Graubünden;United States;7298;13155
2022-09-01;Graubünden;Canada;645;1097
2022-09-01;Graubünden;Mexico;112;173
2022-09-01;Graubünden;Brazil;351;549
2022-09-01;Graubünden;Argentina;74;89
2022-09-01;Graubünden;Other South American countries;66;102
2022-09-01;Graubünden;Other Central American countries;65;115
2022-09-01;Graubünden;Egypt;13;37
2022-09-01;Graubünden;Other North African countries;43;256
2022-09-01;Graubünden;South Africa;85;163
2022-09-01;Graubünden;Other African countries;38;79
2022-09-01;Graubünden;Bahrain;13;13
2022-09-01;Graubünden;Israel;361;738
2022-09-01;Graubünden;India;285;532
2022-09-01;Graubünden;Japan;370;1020
2022-09-01;Graubünden;Other South-East Asian countries;141;341
2022-09-01;Graubünden;Qatar;18;120
2022-09-01;Graubünden;Kuwait;42;74
2022-09-01;Graubünden;Australia;701;1308
2022-09-01;Graubünden;China;167;334
2022-09-01;Graubünden;Hong Kong;94;144
2022-09-01;Graubünden;Indonesia;203;320
2022-09-01;Graubünden;South Korea;137;319
2022-09-01;Graubünden;Malaysia;287;337
2022-09-01;Graubünden;Philippines;31;67
2022-09-01;Graubünden;New Zealand, Oceania;89;141
2022-09-01;Graubünden;Singapore;359;521
2022-09-01;Graubünden;Oman;7;10
2022-09-01;Graubünden;Taiwan (Chinese Taipei);213;360
2022-09-01;Graubünden;Thailand;264;335
2022-09-01;Graubünden;Other West Asian countries;37;69
2022-09-01;Graubünden;Estonia;21;34
2022-09-01;Graubünden;Latvia;33;69
2022-09-01;Graubünden;Lithuania;45;91
2022-09-01;Graubünden;Saudi Arabia;135;220
2022-09-01;Graubünden;United Arab Emirates;129;201
2022-09-01;Graubünden;Croatia;21;48
2022-09-01;Graubünden;Romania;102;252
2022-09-01;Graubünden;Russia;53;119
2022-09-01;Graubünden;Slovakia;84;178
2022-09-01;Graubünden;Slovenia;39;103
2022-09-01;Graubünden;Czechia;434;837
2022-09-01;Graubünden;Ukraine;73;138
2022-09-01;Graubünden;Serbia;9;15
2022-09-01;Eastern Switzerland;Switzerland;83373;141415
2022-09-01;Eastern Switzerland;Germany;14617;28497
2022-09-01;Eastern Switzerland;France;1177;2016
2022-09-01;Eastern Switzerland;Italy;1259;2838
2022-09-01;Eastern Switzerland;Austria;1648;3495
2022-09-01;Eastern Switzerland;United Kingdom;878;2003
2022-09-01;Eastern Switzerland;Irland;77;166
2022-09-01;Eastern Switzerland;Netherlands;934;1608
2022-09-01;Eastern Switzerland;Belgium;375;640
2022-09-01;Eastern Switzerland;Luxembourg;123;222
2022-09-01;Eastern Switzerland;Denmark;209;396
2022-09-01;Eastern Switzerland;Sweden;210;415
2022-09-01;Eastern Switzerland;Norway;90;150
2022-09-01;Eastern Switzerland;Finland;104;197
2022-09-01;Eastern Switzerland;Spain;272;523
2022-09-01;Eastern Switzerland;Portugal;153;362
2022-09-01;Eastern Switzerland;Greece;37;95
2022-09-01;Eastern Switzerland;Turkey;79;196
2022-09-01;Eastern Switzerland;Other European countries;217;334
2022-09-01;Eastern Switzerland;Liechtenstein;228;396
2022-09-01;Eastern Switzerland;Iceland;22;26
2022-09-01;Eastern Switzerland;Poland;233;1126
2022-09-01;Eastern Switzerland;Hungary;114;536
2022-09-01;Eastern Switzerland;Belarus;4;77
2022-09-01;Eastern Switzerland;Bulgaria;41;120
2022-09-01;Eastern Switzerland;Malta;10;41
2022-09-01;Eastern Switzerland;Cyprus;7;12
2022-09-01;Eastern Switzerland;Chile;15;43
2022-09-01;Eastern Switzerland;United States;1998;4051
2022-09-01;Eastern Switzerland;Canada;261;566
2022-09-01;Eastern Switzerland;Mexico;24;41
2022-09-01;Eastern Switzerland;Brazil;104;261
2022-09-01;Eastern Switzerland;Argentina;22;45
2022-09-01;Eastern Switzerland;Other South American countries;63;126
2022-09-01;Eastern Switzerland;Other Central American countries;56;194
2022-09-01;Eastern Switzerland;Egypt;11;39
2022-09-01;Eastern Switzerland;Other North African countries;12;46
2022-09-01;Eastern Switzerland;South Africa;22;72
2022-09-01;Eastern Switzerland;Other African countries;88;247
2022-09-01;Eastern Switzerland;Bahrain;9;34
2022-09-01;Eastern Switzerland;Israel;219;411
2022-09-01;Eastern Switzerland;India;142;764
2022-09-01;Eastern Switzerland;Japan;129;405
2022-09-01;Eastern Switzerland;Other South-East Asian countries;128;242
2022-09-01;Eastern Switzerland;Qatar;14;172
2022-09-01;Eastern Switzerland;Kuwait;58;143
2022-09-01;Eastern Switzerland;Australia;186;420
2022-09-01;Eastern Switzerland;China;74;225
2022-09-01;Eastern Switzerland;Hong Kong;25;38
2022-09-01;Eastern Switzerland;Indonesia;36;60
2022-09-01;Eastern Switzerland;South Korea;28;65
2022-09-01;Eastern Switzerland;Malaysia;47;241
2022-09-01;Eastern Switzerland;Philippines;4;6
2022-09-01;Eastern Switzerland;New Zealand, Oceania;30;62
2022-09-01;Eastern Switzerland;Singapore;91;268
2022-09-01;Eastern Switzerland;Oman;18;65
2022-09-01;Eastern Switzerland;Taiwan (Chinese Taipei);49;77
2022-09-01;Eastern Switzerland;Thailand;74;182
2022-09-01;Eastern Switzerland;Other West Asian countries;61;164
2022-09-01;Eastern Switzerland;Estonia;19;58
2022-09-01;Eastern Switzerland;Latvia;22;32
2022-09-01;Eastern Switzerland;Lithuania;27;51
2022-09-01;Eastern Switzerland;Saudi Arabia;165;730
2022-09-01;Eastern Switzerland;United Arab Emirates;95;400
2022-09-01;Eastern Switzerland;Croatia;53;165
2022-09-01;Eastern Switzerland;Romania;112;583
2022-09-01;Eastern Switzerland;Russia;87;278
2022-09-01;Eastern Switzerland;Slovakia;105;804
2022-09-01;Eastern Switzerland;Slovenia;112;209
2022-09-01;Eastern Switzerland;Czechia;412;1218
2022-09-01;Eastern Switzerland;Ukraine;107;412
2022-09-01;Eastern Switzerland;Serbia;39;96
2022-09-01;Zurich Region;Switzerland;157584;261904
2022-09-01;Zurich Region;Germany;37318;69627
2022-09-01;Zurich Region;France;6896;12100
2022-09-01;Zurich Region;Italy;6773;13469
2022-09-01;Zurich Region;Austria;5245;9438
2022-09-01;Zurich Region;United Kingdom;12966;25305
2022-09-01;Zurich Region;Irland;1217;2401
2022-09-01;Zurich Region;Netherlands;4009;7630
2022-09-01;Zurich Region;Belgium;1675;3139
2022-09-01;Zurich Region;Luxembourg;702;1158
2022-09-01;Zurich Region;Denmark;1281;2941
2022-09-01;Zurich Region;Sweden;1741;3400
2022-09-01;Zurich Region;Norway;1043;1893
2022-09-01;Zurich Region;Finland;808;1577
2022-09-01;Zurich Region;Spain;5750;11593
2022-09-01;Zurich Region;Portugal;1309;2760
2022-09-01;Zurich Region;Greece;722;1552
2022-09-01;Zurich Region;Turkey;1234;2279
2022-09-01;Zurich Region;Other European countries;998;2049
2022-09-01;Zurich Region;Liechtenstein;412;772
2022-09-01;Zurich Region;Iceland;176;417
2022-09-01;Zurich Region;Poland;2018;5001
2022-09-01;Zurich Region;Hungary;667;1569
2022-09-01;Zurich Region;Belarus;117;292
2022-09-01;Zurich Region;Bulgaria;1632;2388
2022-09-01;Zurich Region;Malta;260;433
2022-09-01;Zurich Region;Cyprus;229;603
2022-09-01;Zurich Region;Chile;310;580
2022-09-01;Zurich Region;United States;41693;80376
2022-09-01;Zurich Region;Canada;4398;8315
2022-09-01;Zurich Region;Mexico;1325;2373
2022-09-01;Zurich Region;Brazil;2534;5536
2022-09-01;Zurich Region;Argentina;586;1330
2022-09-01;Zurich Region;Other South American countries;1099;3884
2022-09-01;Zurich Region;Other Central American countries;1094;2271
2022-09-01;Zurich Region;Egypt;381;964
2022-09-01;Zurich Region;Other North African countries;301;786
2022-09-01;Zurich Region;South Africa;550;1282
2022-09-01;Zurich Region;Other African countries;692;1583
2022-09-01;Zurich Region;Bahrain;88;184
2022-09-01;Zurich Region;Israel;3462;7097
2022-09-01;Zurich Region;India;6691;15128
2022-09-01;Zurich Region;Japan;1973;3473
2022-09-01;Zurich Region;Other South-East Asian countries;1899;3565
2022-09-01;Zurich Region;Qatar;1016;2163
2022-09-01;Zurich Region;Kuwait;460;1231
2022-09-01;Zurich Region;Australia;3444;6985
2022-09-01;Zurich Region;China;1661;3625
2022-09-01;Zurich Region;Hong Kong;705;1502
2022-09-01;Zurich Region;Indonesia;1412;2402
2022-09-01;Zurich Region;South Korea;1449;2084
2022-09-01;Zurich Region;Malaysia;2420;4175
2022-09-01;Zurich Region;Philippines;584;1367
2022-09-01;Zurich Region;New Zealand, Oceania;460;1037
2022-09-01;Zurich Region;Singapore;2503;5327
2022-09-01;Zurich Region;Oman;315;624
2022-09-01;Zurich Region;Taiwan (Chinese Taipei);420;839
2022-09-01;Zurich Region;Thailand;2502;3817
2022-09-01;Zurich Region;Other West Asian countries;1039;3189
2022-09-01;Zurich Region;Estonia;252;478
2022-09-01;Zurich Region;Latvia;206;486
2022-09-01;Zurich Region;Lithuania;246;564
2022-09-01;Zurich Region;Saudi Arabia;1715;3830
2022-09-01;Zurich Region;United Arab Emirates;3598;6739
2022-09-01;Zurich Region;Croatia;315;687
2022-09-01;Zurich Region;Romania;826;2586
2022-09-01;Zurich Region;Russia;948;2403
2022-09-01;Zurich Region;Slovakia;431;1073
2022-09-01;Zurich Region;Slovenia;350;829
2022-09-01;Zurich Region;Czechia;1253;2395
2022-09-01;Zurich Region;Ukraine;720;1370
2022-09-01;Zurich Region;Serbia;413;867
2022-09-01;Lucerne / Lake Lucerne;Switzerland;108245;191656
2022-09-01;Lucerne / Lake Lucerne;Germany;17878;36521
2022-09-01;Lucerne / Lake Lucerne;France;2563;4232
2022-09-01;Lucerne / Lake Lucerne;Italy;1916;3395
2022-09-01;Lucerne / Lake Lucerne;Austria;1657;3182
2022-09-01;Lucerne / Lake Lucerne;United Kingdom;6345;12943
2022-09-01;Lucerne / Lake Lucerne;Irland;260;618
2022-09-01;Lucerne / Lake Lucerne;Netherlands;4960;8442
2022-09-01;Lucerne / Lake Lucerne;Belgium;2402;3961
2022-09-01;Lucerne / Lake Lucerne;Luxembourg;534;954
2022-09-01;Lucerne / Lake Lucerne;Denmark;328;606
2022-09-01;Lucerne / Lake Lucerne;Sweden;430;920
2022-09-01;Lucerne / Lake Lucerne;Norway;378;798
2022-09-01;Lucerne / Lake Lucerne;Finland;212;418
2022-09-01;Lucerne / Lake Lucerne;Spain;1222;2119
2022-09-01;Lucerne / Lake Lucerne;Portugal;215;591
2022-09-01;Lucerne / Lake Lucerne;Greece;121;303
2022-09-01;Lucerne / Lake Lucerne;Turkey;248;405
2022-09-01;Lucerne / Lake Lucerne;Other European countries;331;653
2022-09-01;Lucerne / Lake Lucerne;Liechtenstein;151;222
2022-09-01;Lucerne / Lake Lucerne;Iceland;41;87
2022-09-01;Lucerne / Lake Lucerne;Poland;516;1067
2022-09-01;Lucerne / Lake Lucerne;Hungary;517;1328
2022-09-01;Lucerne / Lake Lucerne;Belarus;22;30
2022-09-01;Lucerne / Lake Lucerne;Bulgaria;28;63
2022-09-01;Lucerne / Lake Lucerne;Malta;80;179
2022-09-01;Lucerne / Lake Lucerne;Cyprus;35;98
2022-09-01;Lucerne / Lake Lucerne;Chile;60;105
2022-09-01;Lucerne / Lake Lucerne;United States;22979;46176
2022-09-01;Lucerne / Lake Lucerne;Canada;1482;3002
2022-09-01;Lucerne / Lake Lucerne;Mexico;416;961
2022-09-01;Lucerne / Lake Lucerne;Brazil;978;1916
2022-09-01;Lucerne / Lake Lucerne;Argentina;193;314
2022-09-01;Lucerne / Lake Lucerne;Other South American countries;218;421
2022-09-01;Lucerne / Lake Lucerne;Other Central American countries;215;433
2022-09-01;Lucerne / Lake Lucerne;Egypt;52;114
2022-09-01;Lucerne / Lake Lucerne;Other North African countries;77;271
2022-09-01;Lucerne / Lake Lucerne;South Africa;162;333
2022-09-01;Lucerne / Lake Lucerne;Other African countries;155;385
2022-09-01;Lucerne / Lake Lucerne;Bahrain;45;112
2022-09-01;Lucerne / Lake Lucerne;Israel;1292;2704
2022-09-01;Lucerne / Lake Lucerne;India;3667;8164
2022-09-01;Lucerne / Lake Lucerne;Japan;281;738
2022-09-01;Lucerne / Lake Lucerne;Other South-East Asian countries;660;1213
2022-09-01;Lucerne / Lake Lucerne;Qatar;224;663
2022-09-01;Lucerne / Lake Lucerne;Kuwait;294;871
2022-09-01;Lucerne / Lake Lucerne;Australia;1946;3561
2022-09-01;Lucerne / Lake Lucerne;China;848;1225
2022-09-01;Lucerne / Lake Lucerne;Hong Kong;338;554
2022-09-01;Lucerne / Lake Lucerne;Indonesia;300;620
2022-09-01;Lucerne / Lake Lucerne;South Korea;1424;1969
2022-09-01;Lucerne / Lake Lucerne;Malaysia;1065;1851
2022-09-01;Lucerne / Lake Lucerne;Philippines;213;378
2022-09-01;Lucerne / Lake Lucerne;New Zealand, Oceania;244;461
2022-09-01;Lucerne / Lake Lucerne;Singapore;1134;2028
2022-09-01;Lucerne / Lake Lucerne;Oman;69;148
2022-09-01;Lucerne / Lake Lucerne;Taiwan (Chinese Taipei);197;301
2022-09-01;Lucerne / Lake Lucerne;Thailand;1269;2018
2022-09-01;Lucerne / Lake Lucerne;Other West Asian countries;163;304
2022-09-01;Lucerne / Lake Lucerne;Estonia;190;453
2022-09-01;Lucerne / Lake Lucerne;Latvia;33;75
2022-09-01;Lucerne / Lake Lucerne;Lithuania;65;162
2022-09-01;Lucerne / Lake Lucerne;Saudi Arabia;738;1891
2022-09-01;Lucerne / Lake Lucerne;United Arab Emirates;823;1975
2022-09-01;Lucerne / Lake Lucerne;Croatia;143;295
2022-09-01;Lucerne / Lake Lucerne;Romania;228;594
2022-09-01;Lucerne / Lake Lucerne;Russia;199;619
2022-09-01;Lucerne / Lake Lucerne;Slovakia;104;225
2022-09-01;Lucerne / Lake Lucerne;Slovenia;40;163
2022-09-01;Lucerne / Lake Lucerne;Czechia;277;502
2022-09-01;Lucerne / Lake Lucerne;Ukraine;248;432
2022-09-01;Lucerne / Lake Lucerne;Serbia;32;121
2022-09-01;Basel Region;Switzerland;37476;64711
2022-09-01;Basel Region;Germany;12513;21858
2022-09-01;Basel Region;France;2558;4745
2022-09-01;Basel Region;Italy;1778;3831
2022-09-01;Basel Region;Austria;847;1641
2022-09-01;Basel Region;United Kingdom;4175;8623
2022-09-01;Basel Region;Irland;429;970
2022-09-01;Basel Region;Netherlands;2720;4970
2022-09-01;Basel Region;Belgium;993;1926
2022-09-01;Basel Region;Luxembourg;213;366
2022-09-01;Basel Region;Denmark;534;1068
2022-09-01;Basel Region;Sweden;439;1026
2022-09-01;Basel Region;Norway;162;395
2022-09-01;Basel Region;Finland;194;424
2022-09-01;Basel Region;Spain;1401;3462
2022-09-01;Basel Region;Portugal;402;993
2022-09-01;Basel Region;Greece;258;886
2022-09-01;Basel Region;Turkey;338;851
2022-09-01;Basel Region;Other European countries;348;589
2022-09-01;Basel Region;Liechtenstein;45;63
2022-09-01;Basel Region;Iceland;25;62
2022-09-01;Basel Region;Poland;527;1554
2022-09-01;Basel Region;Hungary;300;792
2022-09-01;Basel Region;Belarus;7;14
2022-09-01;Basel Region;Bulgaria;114;306
2022-09-01;Basel Region;Malta;19;49
2022-09-01;Basel Region;Cyprus;20;54
2022-09-01;Basel Region;Chile;36;83
2022-09-01;Basel Region;United States;7371;17201
2022-09-01;Basel Region;Canada;976;2341
2022-09-01;Basel Region;Mexico;142;323
2022-09-01;Basel Region;Brazil;384;1003
2022-09-01;Basel Region;Argentina;124;275
2022-09-01;Basel Region;Other South American countries;178;577
2022-09-01;Basel Region;Other Central American countries;120;317
2022-09-01;Basel Region;Egypt;73;232
2022-09-01;Basel Region;Other North African countries;107;372
2022-09-01;Basel Region;South Africa;82;181
2022-09-01;Basel Region;Other African countries;115;316
2022-09-01;Basel Region;Bahrain;20;56
2022-09-01;Basel Region;Israel;548;1417
2022-09-01;Basel Region;India;486;1820
2022-09-01;Basel Region;Japan;412;1436
2022-09-01;Basel Region;Other South-East Asian countries;203;571
2022-09-01;Basel Region;Qatar;26;69
2022-09-01;Basel Region;Kuwait;70;165
2022-09-01;Basel Region;Australia;496;1153
2022-09-01;Basel Region;China;249;789
2022-09-01;Basel Region;Hong Kong;52;150
2022-09-01;Basel Region;Indonesia;86;198
2022-09-01;Basel Region;South Korea;343;858
2022-09-01;Basel Region;Malaysia;132;245
2022-09-01;Basel Region;Philippines;60;216
2022-09-01;Basel Region;New Zealand, Oceania;87;227
2022-09-01;Basel Region;Singapore;177;551
2022-09-01;Basel Region;Oman;11;40
2022-09-01;Basel Region;Taiwan (Chinese Taipei);77;205
2022-09-01;Basel Region;Thailand;140;269
2022-09-01;Basel Region;Other West Asian countries;170;436
2022-09-01;Basel Region;Estonia;18;30
2022-09-01;Basel Region;Latvia;44;153
2022-09-01;Basel Region;Lithuania;37;108
2022-09-01;Basel Region;Saudi Arabia;80;284
2022-09-01;Basel Region;United Arab Emirates;84;252
2022-09-01;Basel Region;Croatia;133;319
2022-09-01;Basel Region;Romania;339;1128
2022-09-01;Basel Region;Russia;155;494
2022-09-01;Basel Region;Slovakia;98;235
2022-09-01;Basel Region;Slovenia;73;229
2022-09-01;Basel Region;Czechia;192;478
2022-09-01;Basel Region;Ukraine;14;23
2022-09-01;Basel Region;Serbia;94;241
2022-09-01;Bern Region;Switzerland;149158;266519
2022-09-01;Bern Region;Germany;17363;44952
2022-09-01;Bern Region;France;5027;8802
2022-09-01;Bern Region;Italy;2037;3912
2022-09-01;Bern Region;Austria;1777;3940
2022-09-01;Bern Region;United Kingdom;8392;24775
2022-09-01;Bern Region;Irland;508;1250
2022-09-01;Bern Region;Netherlands;4170;9677
2022-09-01;Bern Region;Belgium;1258;2969
2022-09-01;Bern Region;Luxembourg;424;1059
2022-09-01;Bern Region;Denmark;544;1184
2022-09-01;Bern Region;Sweden;710;1714
2022-09-01;Bern Region;Norway;378;753
2022-09-01;Bern Region;Finland;293;661
2022-09-01;Bern Region;Spain;2067;3977
2022-09-01;Bern Region;Portugal;404;759
2022-09-01;Bern Region;Greece;141;276
2022-09-01;Bern Region;Turkey;234;436
2022-09-01;Bern Region;Other European countries;401;740
2022-09-01;Bern Region;Liechtenstein;200;300
2022-09-01;Bern Region;Iceland;80;121
2022-09-01;Bern Region;Poland;637;1335
2022-09-01;Bern Region;Hungary;229;545
2022-09-01;Bern Region;Belarus;91;115
2022-09-01;Bern Region;Bulgaria;79;178
2022-09-01;Bern Region;Malta;98;250
2022-09-01;Bern Region;Cyprus;35;72
2022-09-01;Bern Region;Chile;118;199
2022-09-01;Bern Region;United States;25436;58327
2022-09-01;Bern Region;Canada;2404;5270
2022-09-01;Bern Region;Mexico;672;1148
2022-09-01;Bern Region;Brazil;1418;2989
2022-09-01;Bern Region;Argentina;340;607
2022-09-01;Bern Region;Other South American countries;377;674
2022-09-01;Bern Region;Other Central American countries;585;1167
2022-09-01;Bern Region;Egypt;201;421
2022-09-01;Bern Region;Other North African countries;125;269
2022-09-01;Bern Region;South Africa;202;543
2022-09-01;Bern Region;Other African countries;204;532
2022-09-01;Bern Region;Bahrain;119;282
2022-09-01;Bern Region;Israel;2270;4738
2022-09-01;Bern Region;India;3738;8890
2022-09-01;Bern Region;Japan;904;1701
2022-09-01;Bern Region;Other South-East Asian countries;1360;2527
2022-09-01;Bern Region;Qatar;316;742
2022-09-01;Bern Region;Kuwait;1464;4190
2022-09-01;Bern Region;Australia;2142;4936
2022-09-01;Bern Region;China;1300;2525
2022-09-01;Bern Region;Hong Kong;474;915
2022-09-01;Bern Region;Indonesia;941;1814
2022-09-01;Bern Region;South Korea;4972;9314
2022-09-01;Bern Region;Malaysia;1899;3600
2022-09-01;Bern Region;Philippines;384;887
2022-09-01;Bern Region;New Zealand, Oceania;246;534
2022-09-01;Bern Region;Singapore;1953;4432
2022-09-01;Bern Region;Oman;266;683
2022-09-01;Bern Region;Taiwan (Chinese Taipei);485;933
2022-09-01;Bern Region;Thailand;2549;4432
2022-09-01;Bern Region;Other West Asian countries;516;1295
2022-09-01;Bern Region;Estonia;42;85
2022-09-01;Bern Region;Latvia;58;92
2022-09-01;Bern Region;Lithuania;86;135
2022-09-01;Bern Region;Saudi Arabia;4781;11598
2022-09-01;Bern Region;United Arab Emirates;2581;5956
2022-09-01;Bern Region;Croatia;63;155
2022-09-01;Bern Region;Romania;366;744
2022-09-01;Bern Region;Russia;258;458
2022-09-01;Bern Region;Slovakia;151;297
2022-09-01;Bern Region;Slovenia;94;186
2022-09-01;Bern Region;Czechia;463;1089
2022-09-01;Bern Region;Ukraine;331;676
2022-09-01;Bern Region;Serbia;65;162
2022-09-01;Jura & Three-Lakes;Switzerland;29883;45883
2022-09-01;Jura & Three-Lakes;Germany;1831;3590
2022-09-01;Jura & Three-Lakes;France;2515;4132
2022-09-01;Jura & Three-Lakes;Italy;665;1441
2022-09-01;Jura & Three-Lakes;Austria;175;352
2022-09-01;Jura & Three-Lakes;United Kingdom;314;633
2022-09-01;Jura & Three-Lakes;Irland;48;111
2022-09-01;Jura & Three-Lakes;Netherlands;251;440
2022-09-01;Jura & Three-Lakes;Belgium;252;433
2022-09-01;Jura & Three-Lakes;Luxembourg;31;42
2022-09-01;Jura & Three-Lakes;Denmark;52;89
2022-09-01;Jura & Three-Lakes;Sweden;34;54
2022-09-01;Jura & Three-Lakes;Norway;11;21
2022-09-01;Jura & Three-Lakes;Finland;36;64
2022-09-01;Jura & Three-Lakes;Spain;194;473
2022-09-01;Jura & Three-Lakes;Portugal;106;211
2022-09-01;Jura & Three-Lakes;Greece;8;19
2022-09-01;Jura & Three-Lakes;Turkey;10;32
2022-09-01;Jura & Three-Lakes;Other European countries;429;614
2022-09-01;Jura & Three-Lakes;Liechtenstein;24;29
2022-09-01;Jura & Three-Lakes;Iceland;0;0
2022-09-01;Jura & Three-Lakes;Poland;70;214
2022-09-01;Jura & Three-Lakes;Hungary;20;46
2022-09-01;Jura & Three-Lakes;Belarus;1;13
2022-09-01;Jura & Three-Lakes;Bulgaria;11;22
2022-09-01;Jura & Three-Lakes;Malta;0;0
2022-09-01;Jura & Three-Lakes;Cyprus;1;2
2022-09-01;Jura & Three-Lakes;Chile;0;0
2022-09-01;Jura & Three-Lakes;United States;517;1299
2022-09-01;Jura & Three-Lakes;Canada;98;251
2022-09-01;Jura & Three-Lakes;Mexico;13;29
2022-09-01;Jura & Three-Lakes;Brazil;26;67
2022-09-01;Jura & Three-Lakes;Argentina;12;25
2022-09-01;Jura & Three-Lakes;Other South American countries;7;12
2022-09-01;Jura & Three-Lakes;Other Central American countries;7;17
2022-09-01;Jura & Three-Lakes;Egypt;1;2
2022-09-01;Jura & Three-Lakes;Other North African countries;8;41
2022-09-01;Jura & Three-Lakes;South Africa;18;47
2022-09-01;Jura & Three-Lakes;Other African countries;17;42
2022-09-01;Jura & Three-Lakes;Bahrain;0;0
2022-09-01;Jura & Three-Lakes;Israel;37;86
2022-09-01;Jura & Three-Lakes;India;32;104
2022-09-01;Jura & Three-Lakes;Japan;75;240
2022-09-01;Jura & Three-Lakes;Other South-East Asian countries;36;92
2022-09-01;Jura & Three-Lakes;Qatar;1;1
2022-09-01;Jura & Three-Lakes;Kuwait;3;3
2022-09-01;Jura & Three-Lakes;Australia;45;93
2022-09-01;Jura & Three-Lakes;China;59;353
2022-09-01;Jura & Three-Lakes;Hong Kong;11;24
2022-09-01;Jura & Three-Lakes;Indonesia;50;102
2022-09-01;Jura & Three-Lakes;South Korea;10;56
2022-09-01;Jura & Three-Lakes;Malaysia;78;162
2022-09-01;Jura & Three-Lakes;Philippines;3;6
2022-09-01;Jura & Three-Lakes;New Zealand, Oceania;1;1
2022-09-01;Jura & Three-Lakes;Singapore;15;42
2022-09-01;Jura & Three-Lakes;Oman;0;0
2022-09-01;Jura & Three-Lakes;Taiwan (Chinese Taipei);9;58
2022-09-01;Jura & Three-Lakes;Thailand;30;53
2022-09-01;Jura & Three-Lakes;Other West Asian countries;21;39
2022-09-01;Jura & Three-Lakes;Estonia;5;9
2022-09-01;Jura & Three-Lakes;Latvia;1;1
2022-09-01;Jura & Three-Lakes;Lithuania;1;15
2022-09-01;Jura & Three-Lakes;Saudi Arabia;16;16
